사번,작업일,쿼리(일부)
O1306552,31-MAR-17,"SELECT * FROM LND.LNF085 WHERE ORG_C ='001' AND STLM_MGNO ='20170331' AND LN_ACC"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331' --AND ROWN"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331' --AND ROWN"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331' AND ROWNUM"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001' AND LN_ACNO IN (
'721404521030101',"
O1306552,31-MAR-17,"SELECT * FROM LND.LNF085 WHERE ORG_C ='001' AND STLM_MGNO ='20170331' AND LN_ACC"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331' AND STND_I"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI085 WHERE ORG_C ='001' AND STLM_MGNO ='20170331' AND LN_ACC"
O1306552,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,31-MAR-17,"select user from dual"
O1306552,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,31-MAR-17,"select user from dual"
O1306552,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001'  AND STND_ITEM_C LIKE 'Z%'"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBPRI WHERE ORG_C ='001' AND BASE_DATE ='20170331' AND STND_I"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001'  --AND LN_PROC_STAT_C LIKE '7%'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001'  AND BOND_SPR_ESTM_TC ='02' AND STND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001'  AND LN_PROC_STAT_C LIKE '7%'
AND ST"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
--				AN"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,31-MAR-17,"select user from dual"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001'  AND LN_PROC_STAT_C LIKE '7%' AND BO"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001'  AND LN_PROC_STAT_C LIKE '7%' AND BO"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001' -- AND BOND_SPR_ESTM_TC ='02'
AND ST"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBPRI WHERE ORG_C ='001' AND BASE_DATE ='20170331' AND STND_I"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001' -- AND BOND_SPR_ESTM_TC ='02'
AND ST"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBPRI WHERE ORG_C ='001' AND BASE_DATE ='20170331' AND STLN_I"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001'  AND BOND_SPR_ESTM_TC ='02' AND STND"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT *
FROM 	WDD.WDBPRI A,LND.LNR000  C
WHERE	A.ORG_C = '001'
AND"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT * FROM IVD.IVFSAH WHERE ORG_C ='001' AND LAST_CHNG_MN_USID ='LNB9194'"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT * FROM IVD.IVFSAH WHERE ORG_C ='001' AND ROWNUM<23"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,31-MAR-17,"select user from dual"
O1306552,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND ROWNUM<2"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"SELECT /*+ IVQ5340.PCO 신성훈 */ * --ACNO
FROM   TAMS.NMSE_SPR_ESTM A
WHERE  A.O"
O1306552,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,31-MAR-17,"select user from dual"
O1306552,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001' AND LN_ACNO ='721605197010120'"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,31-MAR-17,"select user from dual"
O1306552,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR066 WHERE ORG_C ='001' AND LAST_CHNG_DT > '20170331'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR066 WHERE ORG_C ='001' AND LN_ACNO ='721702346010101'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR066 WHERE ORG_C ='001' AND LAST_CHNG_DT > '20170331'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR006"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR066 WHERE ORG_C ='001' AND PSBK_MGNO ='217414170001' --AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR067 WHERE ORG_C ='001' AND PSBK_MGNO ='217414170001' --LAST"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR067 WHERE ORG_C ='001' AND LN_ACNO ='721702346010101'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR067 WHERE ORG_C ='001' AND LAST_CHNG_DT > '20170331'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR066 WHERE ORG_C ='001' AND PSBK_MGNO ='217414170001' --AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR067 WHERE ORG_C ='001' AND ROWNUM<2"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR066 WHERE ORG_C ='001' AND ROWNUM<2"
O1306552,31-MAR-17,"SELECT * FROM LND.lnr006 WHERE ORG_C ='001' AND LN_ACNO ='721702346010101'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR066 WHERE ORG_C ='001' AND LN_ACNO ='721702346010101'"
O1306552,31-MAR-17,"SELECT * FROM LND.lnr006 WHERE ORG_C ='001' AND ROWNUM<2"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR066 WHERE ORG_C ='001' AND ROWNUM<2"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR067 WHERE ORG_C ='001' AND PSBK_MGNO ='217414170001' --LAST"
O1306552,31-MAR-17,"SELECT DISTINCT B.TR_MED_TC FROM LND.LNA005 A,LND.LNI006 B
WHERE A.ORG_C = B.ORG"
O1306552,31-MAR-17,"SELECT TR_MED_TC FROM LND.LNI006 WHERE ORG_C ='001' AND LN_ACNO ='72141495701018"
O1306552,31-MAR-17,"SELECT DISTINCT J.TR_MED_TC
FROM  LND.LNR000 A
, LND.L"
O1306552,31-MAR-17,"SELECT DISTINCT J.TR_MED_TC
FROM  LND.LNR000 A
, LND.L"
O1306552,31-MAR-17,"SELECT DISTINCT J.TR_MED_TC
FROM  LND.LNR000 A
, LND.L"
O1306552,31-MAR-17,"SELECT DISTINCT B.TR_MED_TC FROM LND.LNA005 A,LND.LNI006 B WHERE A.ORG_C = B.ORG"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA000 WHERE ORG_C ='001' AND APRV_ITEM_NO ='7214149570101' AN"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA000 WHERE ORG_C ='001' AND APRV_ITEM_NO ='721414957010181'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA000 WHERE ORG_C ='001' AND APRV_ITEM_NO ='721414957010181'"
O1306552,31-MAR-17,"SELECT DISTINCT B.TR_MED_TC FROM LND.LNA005 A,LND.LNI006 B WHERE A.ORG_C = B.ORG"
O1306552,31-MAR-17,"SELECT TR_MED_TC FROM LND.LNI006 WHERE ORG_C ='001' AND LN_ACNO ='72160519701012"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI006 WHERE ORG_C ='001' AND LN_ACNO ='721605197010120' --AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA000 WHERE ORG_C ='001' AND APRV_ITEM_NO ='7216051970101' --"
O1306552,31-MAR-17,"SELECT DISTINCT J.TR_MED_TC
FROM  LND.LNR000 A
, LND.L"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA000 WHERE ORG_C ='001' AND APRV_ITEM_NO ='7216051970101' AN"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA000 WHERE ORG_C ='001' AND APRV_ITEM_NO ='7216051970101' AN"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI006 WHERE ORG_C ='001' AND LN_ACNO ='721605197010120' --AND"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI006 WHERE ORG_C ='001' AND LN_ACNO ='721605197010120' AND T"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,31-MAR-17,"select user from dual"
O1306552,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,31-MAR-17,"SELECT * FROM LND.LNR000 WHERE ORG_C ='001' AND ROWNUM<2"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI006 WHERE ORG_C ='001' AND TR_MED_TC ='25'"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI006 WHERE ORG_C ='001' AND TR_MED_TC ='25'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI006 WHERE ORG_C ='001' AND TR_MED_TC ='25'"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA000 WHERE ORG_C ='001' AND APRV_ITEM_NO ='7214149570101' AN"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA000 WHERE ORG_C ='001' AND APRV_PROC_MED_C ='01'"
O1306552,31-MAR-17,"SELECT COUNT(*) FROM LND.LNA005 A,LND.LNI006 B WHERE A.ORG_C = B.ORG_C AND A.LN_"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA005 A WHERE A.ORG_C ='001'
AND A.ADV_RSN_C NOT"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI006 WHERE ORG_C ='001' AND LN_ACNO ='721414957010181' AND T"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT /*+  USE_NL (T1, D)
(LNQ5626.PCO  이동현) */"
O1306552,31-MAR-17,"SELECT COUNT(*) FROM LND.LNA005 A,LND.LNI006 B WHERE A.ORG_C = B.ORG_C AND A.LN_"
O1306552,31-MAR-17,"SELECT * FROM LND.LNI006 WHERE ORG_C ='001' AND ROWNUM<2"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA005 A WHERE A.ORG_C ='001'
AND A.ADV_RSN_C NOT"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA050 WHERE ORG_C ='001' AND APRV_ITEM_NO = '7213804580101'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA031 WHERE ORG_C ='001' AND REFR_NO LIKE '7213804580101%'"
O1306552,31-MAR-17,"SELECT  Y.이체구분,
NVL(X.처리결과,'대상없음') 처리결과,
NVL(X.건수, 0) 건수"
O1306552,31-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,31-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,31-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,31-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,31-MAR-17,"select user from dual"
O1306552,31-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND BASE_DATE ='20170331'"
O1306552,31-MAR-17,"SELECT * FROM WDD.WDBDPR WHERE ORG_C ='001' AND ROWNUM<2"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA050 WHERE ORG_C ='001' AND APRV_ITEM_NO = '7213804580101'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA031 WHERE ORG_C ='001' AND REFR_NO LIKE '7213804580101%'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA031 WHERE ORG_C ='001' AND REFR_NO LIKE '7213804580101%'"
O1306552,31-MAR-17,"SELECT * FROM LND.LNA050 WHERE ORG_C ='001' AND APRV_ITEM_NO = '7213804580101'"
O1306552,30-MAR-17,"SELECT * FROM IVD.IVFSAH WHERE ORG_C ='001' AND LN_ACNO IN (
'720806194010101','"
O1306552,30-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,30-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,30-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,30-MAR-17,"select user from dual"
O1306552,30-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,30-MAR-17,"SELECT THIS_ADV_WDRW_BRPR FROM LND.LNF085 WHERE ORG_C ='001' AND STLM_MGNO ='201"
O1306552,30-MAR-17,"SELECT FEE_GEN_AMT,FEE_GEN_WCUR_CAMT FROM LND.LNA031 WHERE REFR_NO = '7213804580"
O1306552,30-MAR-17,"SELECT I9_BRPR_DSTR_AMT,I9_WCUR_CVRT_BRPR_DSTR_AMT FROM LND.LNA050 WHERE APRV_IT"
O1306552,30-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,30-MAR-17,"SELECT  N.APRV_ITEM_NO, N.LN_TRNO, N.SEQ, N.ATIT_C,
N.CUR_C"
O1306552,30-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,30-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,30-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,30-MAR-17,"select '*' from sys.all_tables where owner = 'SYSTEM' and table_name = 'BENTHIC_"
O1306552,30-MAR-17,"select user from dual"
O1306552,30-MAR-17,"declare  cursor NlsParamsCursor is    SELECT * FROM nls_session_parameters;begin"
O1306552,30-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,30-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,30-MAR-17,"SELECT * FROM IVD.IVFCAH"
O1306552,30-MAR-17,"select /*+RULE */ 'ANY' from session_privs where privilege in ('SELECT ANY TABLE"
O1306552,30-MAR-17,"select /*+RULE */ 'DBA' from session_privs where privilege = 'SELECT ANY DICTION"
O1306552,30-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
O1306552,30-MAR-17,"SELECT * FROM IVD.IVFSAH"
O1306552,30-MAR-17,"select /*+rule */ 'DBA' from session_roles where role in ('DBA', 'SELECT_CATALOG"
